Original Domain,Typo Variant,Squatting Type,Category,Toxic Score,Spam Score,Formality Score,Scraped Content
ba.ac.uk,ba.acy.uk,keyboard,Authoritative,0.00,0.89,1.00,"Attention Required! | Cloudflare Please enable cookies. Sorry, you have been blocked You are unable to access brandable.uk Why have I been blocked? This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. What can I do to resolve this? You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. Cloudflare Ray ID: 93b9eea10ddbc045 • Your IP: Click to reveal 2a02:a311:43ff:3100:b950:ab2f:a370:f110 • Performance & security by Cloudflare"
ba.ac.uk,bas.ac.uk,keyboard,Crawl error,0.00,0.00,0.00,
ba.ac.uk,ba.sc.uk,keyboard,Other,0.00,0.93,0.99,ANY-Web You need to enable JavaScript to run this app.
ba.ac.uk,mba.ac.uk,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
ba.ac.uk,ba.ax.uk,keyboard,Other,0.00,0.93,0.99,ANY-Web You need to enable JavaScript to run this app.
ba.ac.uk,ba.cac.uk,keyboard,No content,0.00,0.00,0.00,
bme.hu,obme.hu,unknown,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
bme.hu,bme.ro,unknown,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
bme.hu,bme.stats.hu,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bmg.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,gbme.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.hk,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.online,unknown,No content,0.00,0.00,0.00,
bme.hu,bme.ru,unknown,No content,0.00,0.00,0.00,
bme.hu,bme.dev.hu,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bme.design,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bme.art,keyboard,No content,0.00,0.00,0.00,
bme.hu,bkme.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.portal.hu,keyboard,Authoritative,0.00,0.65,0.88,"Portál portál.hu oldalak hírgyűjtő.hu könyvjelző.hu Portál Google Keress! Idi.hu login/regisztráció Felhasználó: Túró Rudolf Módosítom az adataim. Belépés: Felhasználónév: Jelszó: Belépek regisztráció Regisztráció: Valódi név: Felhasználónév: Email: Jelszó emlékeztető: Jelszó: Jelszó megerősítés: Kérjük számolja ki: Regisztrálok belépés Impresszum Portal.hu – Minden egy helyen! Kiadja a © MahuNet Kft. 1025 Budapest, Zöldkert út 3/b. Az oldal egy linkajánló oldal, és hozzájárul ahhoz, hogy Ön híreket keressen és találjon meg, így az oldal a 2001. évi CVIII. törvény 2. § l, pontja szerinti közvetítő szolgáltató, nem sajtó termék, a híreket automatikusan kapja és emberi szerkesztés nélkül gépek dolgozzák fel. Ha bármi kérdése van, illetve a hirdetési árakkal és lehetőségekkel kapcsolatban szeretne bővebb  felvilágosítás  kapni,
 kérjük jelezze az info (kukac) portal.hu email címen."
bme.hu,bmi.hu,unknown,Ad parking,0.00,0.83,0.93,"bmi.hu bmi.hu Something amazing will be constructed here... To change this page, upload your website into the public_html directory. Powered by Created at: Thu Sep  5 11:23:02 2024"
bme.hu,bme.be,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bmme.hu,unknown,Other,0.00,0.81,1.00,Index of / Index of / Name Last modified Size Description cgi-bin/ 2024-11-18 14:41 -
bme.hu,bme.in,unknown,Authoritative,0.00,0.55,0.99,404 Not Found Not Found The requested URL was not found on this server. Apache/2.4.58 (Ubuntu) Server at bme.in Port 80
bme.hu,bme.uz,unknown,Ad parking,0.00,0.85,0.99,BM Electronics - Leading Electronics Distributor
bme.hu,bme.repair,keyboard,No content,0.00,0.00,0.00,
bme.hu,bme.uk,unknown,Other,0.00,0.93,1.00,Just a moment... Enable JavaScript and cookies to continue
bme.hu,bma.hu,keyboard,Authoritative,0.00,0.71,0.97,BMA.hu - EladÃ³ domain nÃ©v BMA.hu domain nÃ©v megvÃ¡sÃ¡rolhatÃ³ A bma.hu domain nÃ©v megvÃ¡sÃ¡rlÃ¡sÃ¡val kapcsolatban kÃ©rem Ã­rjon a domain@bma.hu e-mail cÃ­mre vagy tÃ¶ltse ki a kapcsolati Å±rlapot! domain@bma.hu KÃ©rem tÃ¶ltse ki az Å±rlapot A bma.hu domain megvÃ¡sÃ¡rlÃ¡sÃ¡ra vonatkozÃ³ ajÃ¡nlatÃ¡t az alÃ¡bbi Å±rlap kitÃ¶ltÃ©sÃ©vel is megteheti. ElkÃ¼ldÃ¶m
bme.hu,bme.events.hu,keyboard,Authoritative,0.00,0.92,0.96,404 Not Found Not Found The requested URL was not found on this server.
bme.hu,bme.by,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.vn,unknown,Ad parking,0.00,0.75,0.99,"Home - BME Home - BME Home About BME Management Team Vision and Mission Services Technical Management Crew Training Safety and Quality Assurance Vetting & Inspections Trading & Technical Services Chartering & Agency service Fleet List M.T LADY BME M.T LADY M&E M.T LADY THALASSA Safety and Environment Safety Environment Health and Hygiene Quality Fleet Manager MT. LADY AEGINA Careers Contact Us People of Company MENU ABOUT BME BME (BLUE ENERGY & MARITIME COMPANY LIMITED / BME SHIPPING COMPANY LIMITED), we are Ship Owners & Ship Management Company with specialization LPG Tankers. BME provides tanker owners with a comprehensive ship management package covering technical – crew – management. All services are offered within a competitive cost and quality environment. We also provide Trading and Technical Services for Petrol Chemical and Maritime fields. BME has experienced significant growth of its Petrol Chemical and Maritime business through a well-established international supply network. © 2013 All Intellectual Property Rights are reserved to BME Home About BME Management Team Vision and Mission Services Technical Management Crew Training Safety and Quality Assurance Vetting & Inspections Trading & Technical Services Chartering & Agency service Fleet List M.T LADY BME M.T LADY M&E M.T LADY THALASSA Safety and Environment Safety Environment Health and Hygiene Quality Fleet Manager MT. LADY AEGINA Careers Contact Us People of Company"
bme.hu,mbme.hu,unknown,Other,0.00,0.94,0.91,Feltoltes alatt.
bme.hu,bne.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bmne.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.ci,unknown,Ad parking,0.00,0.76,0.99,"bme – besoin de rebobiner , d'entretien, de restaurer tout type de moteur? Menu Acceil A PROPOS DE NOUS CONTACTS ADRESSE PARTENAIRES BOULANGERIE GZ IVOIR ORGANICS MADINA OIL PALM CI SIPEP CI WEST BEST REBOBINAGE ENTRETIEN RESTAURATION VENTE DE MOTEUR D'AUCASIONS TOUTS GENRES REPARATION POÉSIE A SOUDURE TOUTS GENRES REMPLACEMENT DETAPIS ROULANTS ALIMENTAIRE OU AUTRE A propos de nous Contacts Adresse Copyright 2022 CREATED BY cieducationonline . Tous droits réservés.. cieducationonline@gmail.com Search Menu Categories Acceil A PROPOS DE NOUS CONTACTS ADRESSE PARTENAIRES BOULANGERIE GZ IVOIR ORGANICS MADINA OIL PALM CI SIPEP CI WEST BEST Acceil A PROPOS DE NOUS CONTACTS ADRESSE PARTENAIRES BOULANGERIE GZ IVOIR ORGANICS MADINA OIL PALM CI SIPEP CI WEST BEST BIENVENUE SUR bme.ci soyez les premiers informés de nos activités Rapidité & Efficacité"
bme.hu,bme.se,keyboard,Ad parking,0.00,0.83,0.99,"Teleskoplastare Ljungby | BME Berghems Maskin & Elteknik AB Berghems Maskin & Elteknik AB i Ljungby  070-530 99 30 Hem Maskinparken Uthyrning & Försäljning Bygg Kontakt TELESKOPLASTARE & maskiner Uthyrning & Försäljning Om oss Uthyrning och försäljning av teleskoplastare Hyr eller köp Det ska vara en enkel process Enkelt och smidigt Maskiner för större och mindre jobb När och var du behöver Vår filosofi och affärsvision Vi lägger enorm vikt på kvalité: våra maskiner håller de kvalitetskrav som krävs för alla jobb och uppdrag. Vår service och expertis förenklar för våra kunder för optimal driftsäkerhet och skapar tidseffektiva lösningar. Kontakta oss för mer information Elverk, elektriska installationer, maskintillverkning och maskininstallationer, service, reparationer och reservdelar. Uthyrning och försäljning av maskiner för entreprenad- och byggföretag samt företag inom skog och lantbruk. KOM I KONTAKT Det är enkelt att komma i kontakt med oss. Ring oss direkt på 070-530 99 30 eller fyll i dina kontaktuppgifter så hörs vi snart! Välkommen! RING DIREKT Ditt namn* Din epostadress* Telefonnummer* Hur kan vi hjälpa dig?* Spam protection hCaptcha Den här webbplatsen skyddas av hCaptcha och dess Sekretesspolicy och Användarvillkor gäller. Berghems Maskin & Elteknik AB Spårvägen 10 341 31 Ljungby Telefon 070-530 99 30 Epost info@bme.se"
bme.hu,bme.com,unknown,Authoritative,0.00,0.73,1.00,"BME Offline BME IS OFFLINE We apologize for the inconvenience, but BME is currently offline. Regrettably, in 2022, we suffered a devastating loss with the sudden and unfortunate passing of our esteemed leader, Rachel Larratt . As we mourned this profound loss, our commitment to keeping BME operational remained unwavering. However, we encountered an unprecedented challenge when multiple systems experienced a catastrophic failure. Presently, we cannot ascertain if or when the main website will be restored. Despite these circumstances, we are resolute in our efforts to preserve the spirit of our community and ensure its continuity. We deeply appreciate your continued support and engagement with our community during this challenging time. To stay informed and/or contribute to the support BME please follow the links below. For updates, announcements, and body modification news - NEWS.BME.COM BMESHOP.COM is back online! All purchases go directly to supporting BME. Please visit SOCIAL.BME.COM to join our growing community and stay connected. WIKI.BME.COM is back online! - Team BME"
bme.hu,brne.hu,unknown,Other,0.01,0.93,0.97,"KSZK/SecurITeam BRNE.hu Ãºgy nÃ©z ki mint bme.hu ha kisbetÅ±kkel van Ã­rva :) itt majd lesz phising oktatÃ³s tartalom, a BME KSZK szekus kÃ¶re Ã¡ltal. securiteam.sch.bme.hu"
bme.hu,bme.blog.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.sn,keyboard,Other,0.00,0.94,1.00,No forwarding set for bme.sn
bme.hu,boe.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,hbme.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.solutions,keyboard,No content,0.00,0.00,0.00,
bme.hu,me.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bme.exchange.hu,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bme.signup.hu,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bme.svn.hu,keyboard,No content,0.00,0.00,0.00,
bme.hu,bme.smtp.hu,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,bme.sip.hu,keyboard,Authoritative,0.00,0.80,1.00,"404 Not Found Not Found The requested URL / was not found on this server. Additionally, a 404 Not Found
error was encountered while trying to use an ErrorDocument to handle the request."
bme.hu,bme.de,keyboard,Crawl error,0.00,0.00,0.00,
bme.hu,blme.hu,unknown,Authoritative,0.00,0.82,0.98,"Főoldal | BLM Enterprise – IT szolgáltatások Esztergom és Budapest környékén Főoldal Rólunk Szolgáltatásaink Kapcsolat Üdvözlünk a BLM IT megoldások világában! Kínálatunkban modern, megbízható és innovatív technológiai szolgáltatásokat találsz, hogy otthonod, vállalkozásod sikerrel nézzen szembe a digitális kihívásokkal. Szolgáltatásaink: Rendszergazda Hálózatkiépítés Programozás Szervizelés Biztonsági rendszerek IT kereskedelem Keress minket bizalommal Mobilon: +36 20/264-0536 E-mailen: info@blme.hu"
bme.hu,bmge.hu,unknown,Crawl error,0.00,0.00,0.00,
bme.hu,bm.hu,unknown,Authoritative,0.00,0.81,1.00,"Magyarország Kormánya - Belügyminisztérium FOGYASZTÓVÉDELMI KONZULTÁCIÓ EN x Kormány Kormány A kormány tagjai Kormányszóvivők Kormánybiztosok Miniszterelnök Minisztériumok Minisztériumok Agrárminisztérium Belügyminisztérium Energiaügyi Minisztérium Építési és Közlekedési Minisztérium Európai Uniós Ügyek Minisztériuma Honvédelmi Minisztérium Igazságügyi Minisztérium Közigazgatási és Területfejlesztési Minisztérium Kulturális és Innovációs Minisztérium Külgazdasági és Külügyminisztérium Miniszterelnöki Kabinetiroda Miniszterelnökség Nemzetgazdasági Minisztérium Hírek Elérhetőségek Közérdekű adatok Voks2025 johir.kormany.hu Belügyminisztérium dr. Pintér Sándor belügyminiszter Belügyminisztérium Hírek Miniszter Államtitkárok Helyettes államtitkárok Háttérintézmények Elérhetőségek Közérdekű adatok Társadalmi egyeztetés Projektek Kiadványok 11 milliárd forintnyi teljesítményjuttatást kapnak a rendvédelmi dolgozók Az idén összesen 11 milliárd forintnyi teljesítményjuttatást kapnak a rendvédelmi dolgozók - jelentette be Rétvári Bence, a Belügyminisztérium parlamenti államtitkára 2025. május 5-én sajtótájékoztatón, Budapesten. Megosztom Több mint 188 ezer gyerek kapcsolódott be idén a Happy-hétbe A 15. alkalommal megrendezett Happy-hét programjain, több mint 1300 intézményből mintegy 188 ezer gyerek vett részt idén. Megosztom Belügyminiszteri szemle a Magyar Máltai Szeretetszolgálat bicskei bázisán Dr. Pintér Sándor 2025. április 29-én látogatást tett a Magyar Máltai Szeretetszolgálat Egészségügyi és Logisztikai Központjában Bicskén. A miniszter megtekintette a telemedicina ellátás bázisát, a helyben működő labordiagnosztikai és gyógyszerellátási központot. Megosztom Elismerések a rendőrség és a tűzoltóság napja alkalmából Dr. Pintér Sándor belügyminiszter elismeréseket adott át. Megosztom Egyeztetés a szlovák egészségügyi miniszterrel Dr. Pintér Sándor belügyminiszter 2025. április 25-én megbeszélést folyatott Kamil Šaško szlovák egészségügyi miniszterrel a Belügyminisztériumban. Megosztom További hírek Közérdekű információk és adatok Elérhetőségek Impresszum Közérdekű adatok Archív kormany.hu (2015-2019) Adatkezelési tájékoztató Közadatkereső Nemzeti Jogszabálytár © Magyarország Kormánya, 2025"
